Participant.ID,X1..I.think.City.Council.should.consider.increasing.the.budget.for.the.following.service..select.one..,X2.1.Supports.environmental.and.climate.action,X2.2.Supports.truth..justice.and.reconciliation,X2.3.Makes.sure.everyone.in.Toronto.has.equitable.access.to.services.and.supports,X2.4.Makes.it.easier.to.get.around,X2.5.Supports.social..physical.and.mental.well.being,X2.6.Makes.life.easier.or.more.affordable,X2.7.Helps.build.the.economy..supports.businesses..job.creation.or.employment,X2.8.Makes.Toronto.safer,X2.9.Supports.the.city.s.development.and.prepares.for.future.growth,X2.10.This.is.a.fundamental.municipal.service,X2.11.Is.a.good.use.of.my.property.taxes.or.user.fees,X2.12.Other.,X2.13.Other.Text,X3..The.service.I.think.the.City.should.decrease.funding.to.is.,X4.1.The.money.should.go.to.another.program.or.service,X4.2.Enough.of.my.money.goes.to.this.service.already,X4.3.Benefits.some.Toronto.residents.more.than.others,X4.4.The.money.to.support.it.should.come.from.another.level.of.government,X4.5.The.City.should.not.deliver.this.service.anymore,X4.6.It.needs.to.be.more.effective.before.the.City.spends.more.money.on.this.service,X4.7.It.no.longer.meets.the.needs.of.Toronto.s.residents,X4.8.Other.,X4.9.Other.Text,X5..The.City.continues.to.fill.the.funding.gap.for.services.that.are.the.Provincial.Government.s.responsibilities..resulting.in.a..1.5.billion.budget.shortfall..These.services.should.be.properly.funded.by.them.including.housing..emergency.shelters..highways..public.safety..refugees.and.transit..Do.you.agree.that.the.provincial.government.should.step.up.and.pay.for.their.responsibilities.,X6..The.City.of.Toronto.continues.to.fill.the.gap.in.funding.for.services.that.are.within.the.Federal.Government.s.responsibilities.and.should.be.properly.funded.by.them..These.services.include.housing..transit..health.and.refugee.settlement....Do.you.agree.that.the.federal.government.should.step.up.and.pay.for.their.responsibilities.,X7.1.Meet.and.speak.with.my.local.Member.of.Provincial.Parliament..MPP..and.Member.of.Parliament..MP.,X7.2.Ask.friends.to.also.contact.their.MPP.and.MP.to.support.a.New.Deal,X7.3.Participate.in.the.provincial.budget.consultations,X7.4.Participate.in.the.federal.budget.consultations,X7.5.Sign.a.petition.to.the.provincial.and.federal.parliaments,X7.6.Other,X7.7.Other.Text,X8..Please.provide.the.first.three.characters.of.your.postal.code..e.g..M5H.,X9..What.is.your.age.,X10.1.Identify.as.Indigenous.to.Canada..First.Nations..Inuit.or.Metis.,X10.2.From.a.racialized.community,X10.3.New.to.Canada..less.than.5.years.,X10.4.Have.lived.experience.of.homelessness,X10.5.Member.of.the.2SLGBTQ..community,X10.6.Living.with.disability,X10.7.Low.income,X10.8.My.primary.language.is.not.English.or.French,X10.9.None.of.these.apply.to.me.or.prefer.not.to.answer,X10.10.Other,X10.11.Other.Text
a11df8aff63c3938ec595190c309e31b,TTC and Wheel Trans ,1,NA,1,1,1,1,1,1,1,1,1,NA,,Planning and development,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,NA,NA,NA,NA,NA,,M9A,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
09af64f9fd6c0404cc930c9130f27697,Employment and social services,NA,NA,1,1,1,1,1,1,NA,1,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,1,Help people access mental health supports. Also when people feel poor they are more likely to steal and feel less invested in upholding the community's values.,Strongly disagree,Strongly disagree,NA,1,NA,NA,1,NA,,M6J,30-54,NA,NA,NA,NA,1,1,NA,NA,NA,NA,
a6d011703ea8476c49c17ae922b4726c,"Arts, culture, entertainment and attractions",1,1,1,NA,1,NA,NA,1,1,NA,NA,NA,,Police ,1,1,NA,1,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M1k,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
ede4f253a742f94579acd438e77799ac,"Arts, culture, entertainment and attractions",NA,1,1,NA,1,NA,1,NA,1,1,1,NA,,TTC and Wheel Trans ,1,1,1,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,NA,NA,,M4L,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
c2ce2573231c6f7a591bd8f84b2a45f0,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Agree,NA,NA,NA,NA,1,NA,,M6G,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
306ab0653dbfe813d03db04f91dac586,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7e33c9399839d930d77deb708aa9b85f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e18f726fb067b5948361f8679f9a81ea,"Arts, culture, entertainment and attractions",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,Libraries,1,NA,NA,NA,NA,NA,NA,NA,,Agree,Agree,1,1,NA,NA,NA,NA,,M4S,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
df5a7102db5e1e85b52a6fd4555af3e2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4e5b37731aee494e57c37ed881b11d1b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8978305885345ad1f5ae5a339b109ade,Public health,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,,Affordable housing and shelters ,1,1,NA,1,1,NA,1,NA,,Strongly agree,Strongly agree,1,NA,NA,NA,NA,NA,,M2N,30-54,NA,1,NA,NA,NA,NA,NA,1,NA,1,Recently laid off
3b5159068bd1fd66a285d5286a1ba9c7,TTC and Wheel Trans ,1,NA,1,1,NA,1,1,1,1,1,1,NA,,Police ,NA,1,NA,NA,1,1,1,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5R,30-54,NA,1,NA,1,NA,NA,1,1,NA,NA,
40ea166357b624879957f951f700b0c3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
44ea19be6c136b6a900d0c6ce94fb963,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
922e541512736e263085ef73a7cdf5d2,"Arts, culture, entertainment and attractions",NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,Animal services,1,1,NA,NA,NA,NA,NA,NA,,Agree,Undecided / Don’t Know,NA,1,NA,NA,1,NA,,M5A,20–29,NA,1,1,NA,NA,NA,NA,NA,NA,NA,
0d1b780283c6c8a2fc684288a5a3889a,Promoting and supporting Toronto businesses,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,"Small business employs students, partners with local schools for co-op. We re-invest in the community and create a community. Support to be able to compete with the super chain.",Animal services,1,NA,NA,1,NA,NA,NA,1,"Although I think it is really needed, the money should come from other sources.",Strongly agree,Strongly agree,1,NA,1,NA,NA,NA,,M9A,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,1,It would be nice if we were all treated equally it should not matter which gender or ethnicity we are.
b80712eb80c81e6cb3dc400185378aa9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0f4fbcb4e0c4467bc0d1a306bb48267d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
aaf5e3af24613aeb76ac2f166aabb60c,"Arts, culture, entertainment and attractions",1,1,NA,NA,1,NA,1,NA,1,1,1,NA,,Parking ,1,NA,1,NA,NA,NA,1,NA,,Strongly agree,Agree,NA,NA,1,1,1,NA,,M5A,55-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a37c8f609fea750c74b81f0e6b81cfc5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3424fe05420bf049e6e8b64b6cb34e93,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
bd63fb0c48e35332dc117554cb408af8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
f112c059ac2dbb26a111cc48729e1276,"Community grants, partnerships and programs for youth",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,Police ,NA,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M6G,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
c66a9e4731133d47f577807b900a46af,Planning and development,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,1,Help make Toronto more walkable. We need a pedestrian centric design. A auto congestion tax on cars entering downtown coinciding with physical reorganizing streets to cater to public transit.,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,1,This question is irrelevant. It is the responsibility of the various government organizations to coordinate to adequately provide funding for services. Not me.,M4J,30-54,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"I’m white, privileged, a left-leaning registered nurse that thinks torontos budget should be people and not auto oriented"
0527ec3e61b9c96dbe5391d0083dd7d4,"Arts, culture, entertainment and attractions",NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,,Enforcement of bylaws and licensing ,1,NA,NA,NA,NA,NA,1,NA,,Agree,Strongly agree,NA,1,1,1,1,NA,,M8z,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
9656eb67a12edcd593f34f30b8d7bb7b,Environment and climate ,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M6J,20–29,NA,NA,1,NA,1,NA,NA,NA,NA,NA,
c928c738a99cdbe979df5e5c86a6575c,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
53ad29c2ab5652774b9b140f99d20bf0,Affordable housing and shelters ,NA,1,1,NA,1,1,NA,1,NA,1,NA,NA,,Police ,1,1,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M4L,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
4f6bbbb3b619e6aad6d0c59601d45a7f,Affordable housing and shelters ,NA,1,1,NA,1,1,1,1,NA,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M4l,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
b982bcc06308b81db38b2157be84814e,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
430720d4c52c37cbab9a0979026e1e95,"Arts, culture, entertainment and attractions",1,1,NA,NA,1,1,1,NA,1,1,NA,NA,,Enforcement of bylaws and licensing ,1,1,NA,NA,NA,NA,1,NA,,Agree,Strongly agree,NA,1,NA,NA,1,NA,,M4Y,20–29,NA,1,NA,NA,1,NA,NA,NA,NA,NA,
0e1517354196497c2dfe67eb70dafba5,Affordable housing and shelters ,NA,1,1,NA,1,1,1,1,1,1,1,NA,,Police ,1,NA,NA,NA,1,1,1,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M5C,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
1244bc3a5b0e47f8c4a785b71e5b5a74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28ce4586c087d39d1faf48bdfba6abaf,"Arts, culture, entertainment and attractions",NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,,Affordable housing and shelters ,1,NA,NA,1,NA,NA,1,NA,,Disagree,Agree,NA,NA,NA,NA,1,NA,,M2N,55-64,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
62dc13eed1b1835af8e95997e217b7eb,Affordable housing and shelters ,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arts, culture, entertainment and attractions",1,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2b4430bfc32405ec000c15064b6df6e3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
51aff937df115de978f2d36298e3cb27,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
c19346fd9d5c24a71f127797dc465d0d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1439401bfdc71ec23ef7c54165e9abc7,Affordable housing and shelters ,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,,Police ,1,1,NA,NA,NA,NA,1,1,TPS drains the budget and is a very poor service.  Throwing money on this service does not improve it- it makes it more dangerous for our most vulnerable populations,Undecided / Don’t Know,Undecided / Don’t Know,1,NA,NA,NA,1,NA,,M6G,20–29,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
bc6286a1f643fdffa1d5b1a21b76e981,TTC and Wheel Trans ,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,Please change the material on the TTC. The fabric is not good!!! Please oh please chain the seats on the TTC.,Environment and climate ,NA,NA,NA,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M1K,30-54,NA,NA,NA,NA,NA,NA,1,NA,NA,1,"Latina, Low income"
21e307ef25f17f98f6e7ab7016b979ff,Affordable housing and shelters ,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,,Animal services,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,1,NA,,M9A,65 and over,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
41ac82641a9d69ac80690cdf6504bf93,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
269455d442372fd23caf0bfd744b9f31,"Arts, culture, entertainment and attractions",NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,,Police ,1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M9N,30-54,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
1120cb737b699409a3c00da0f771c18a,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
01f1819e5fa74cb8e6989a493402e8f2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4d846cd6293fa98888232608a0e6cee1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8fb9c01cc427cd179009f9d45c9bd7b6,Police ,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,,Fire services,1,NA,NA,NA,NA,NA,NA,NA,,Agree,Agree,1,NA,NA,NA,1,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9626a821cc97a71a4a402274fcf04656,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
636a62ee7bba7aa1e4d05aea46a8a6a2,"Arts, culture, entertainment and attractions",NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,,Police ,1,1,1,NA,1,NA,NA,NA,,Strongly disagree,Strongly disagree,1,1,NA,NA,1,NA,,M4C,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
8d9e1a917abb8c94c013cf0cce83f430,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7b6dfdef8b185a5946a7494c46210544,Employment and social services,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,,Police ,1,1,1,NA,NA,1,1,1,Policing is a downstream band-aid for the real upstream problem: poverty. Evidence does not support it as an effective means of increasing public safety.,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M6G,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
435405c7ac412f7f162e46fb22a6852d,Affordable housing and shelters ,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,Environment and climate ,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e9287cf381b0718e2ea7954a3d2c39fe,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
d4ce1ba021990d73ced297abbdd250e3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2fde122249965ac7dea4e90a31e8d06e,"Arts, culture, entertainment and attractions",NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,,Police ,1,1,1,NA,NA,NA,1,1,"Police have done nothing to demonstrate why they should have such a massive budget., It no longer meets the needs of Toronto’s residents",Strongly agree,Strongly agree,1,1,1,1,1,NA,,M4M,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
6cc0bb2f1a0f7a932398bbddf0604111,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e4b1efb5bbd0e93c3da0d7aa632d7233,Paramedics,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,,Animal services,1,1,1,NA,NA,NA,NA,NA,,Agree,Strongly agree,1,1,1,1,1,NA,,M1J,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
8ae43893eea917f13b2c88a894eaf130,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a781d6df0e27d50d8dcc356f442ee2b9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
577e10e5a2d3a5ce7c911f8fd9298068,Planning and development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
def5e53b326eaa9e5a7e98cf139fc9ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6813c71e97af2eb4aaade648233c6cf1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
c0e6b37cb803bbd39a7b8c816a0342bd,Police ,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,,"Arts, culture, entertainment and attractions",1,1,NA,NA,1,NA,NA,NA,,Disagree,Agree,NA,1,1,NA,1,NA,,M5B,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
0cc91e332e528b50afed08f45d25869e,"Arts, culture, entertainment and attractions",NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,,Parking ,1,NA,NA,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M5A,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
c9f0d3bcf2504d10da60573772b8cbca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
188210fb69e37c3d4fc73af84616aa91,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
add31151d274f56554a328ece0a24392,Affordable housing and shelters ,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,,Promoting and supporting Toronto businesses,NA,NA,NA,NA,NA,NA,NA,1,I think the other services are more vital overall,Agree,Agree,NA,NA,NA,NA,1,NA,,M6G,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
df1b3718b204617e7160d60539d57605,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6b440c601e007a01d9aa9748318f5947,Planning and development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"I support many of these things, but you only gave me the option of one…",Police ,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,NA,NA,,M5L,30-54,NA,NA,NA,1,NA,NA,1,NA,NA,NA,
42525bf7fdd9b6e04c9194f2aa5b5217,"Arts, culture, entertainment and attractions",NA,1,1,NA,1,NA,1,NA,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,1,NA,,M6J,20–29,NA,1,NA,NA,1,1,NA,1,NA,NA,
ff68cc465a3dfe2fea636566cd5247e7,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,,Police ,1,NA,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M5J,30-54,NA,NA,NA,NA,1,NA,1,NA,NA,NA,
e2246d2d55e37ed7ff6e820ef9fa6617,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
66f6fba9c024dd5ddde1d0d35485215c,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a49e8b882966de0ae2b2be7733deb7bc,"Arts, culture, entertainment and attractions",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,,Police ,1,1,NA,NA,1,NA,1,NA,,Strongly agree,Agree,1,1,NA,NA,1,NA,,M6K,20–29,NA,NA,NA,NA,1,1,1,NA,NA,NA,
a96d33c9b8e6729290b66226d8f84b8e,"Community grants, partnerships and programs for youth",NA,NA,1,1,1,1,1,NA,1,1,1,NA,,Environment and climate ,NA,NA,NA,NA,NA,NA,NA,1,I want our views to be heard,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,1,I have no clue,M6M,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,1,My family is from Trinidad and English speaking.
7b5af66a15f0c2f0f2add36ebecec180,Long-term care homes and services for seniors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"There really wasn't anything on the list, but providing good homes for our seniors would help in order for the caregiver to be able to work and provide them with better lives",Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,1,"I picked this one, because too much funding and this system is not working.  Subsidized homes should not be in downtown Toronto.  and it should be more controlled as to who is living in these homes",Strongly disagree,Strongly disagree,NA,1,NA,NA,NA,NA,,50,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e3a6a8340197542e61248aa9e954d926,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ef004eddfb4430b0b9c596a8010d3d00,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
